	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
final_contigs_AG-910-A10_AG-910-A10_NODE_2_91	final_contigs_AG-910-A10	AG-910-A10_NODE_2	91	83318	83482	-1	C	K03116	sec-independent protein translocase protein TatA								mttA/Hcf106 family [PF02416.20]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_92	final_contigs_AG-910-A10	AG-910-A10_NODE_2	92	83518	85014	-1	C	K03688	ubiquinone biosynthesis protein								ABC1 atypical kinase-like domain [PF03109.20]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_93	final_contigs_AG-910-A10	AG-910-A10_NODE_2	93	85015	85755	-1	C	K03183	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]								ubiE/COQ5 methyltransferase family [PF01209.22]; Methyltransferase domain [PF13847.10]; Methyltransferase domain [PF13649.10]; Methyltransferase domain [PF08241.16]; Methyltransferase domain [PF08242.16]; Methyltransferase domain [PF13489.10]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_94	final_contigs_AG-910-A10	AG-910-A10_NODE_2	94	85748	86611	-1	C	K06949	ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]								RsgA GTPase [PF03193.20]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_95	final_contigs_AG-910-A10	AG-910-A10_NODE_2	95	86652	87200	1	C	K13288	oligoribonuclease [EC:3.1.-.-]								Exonuclease [PF00929.28]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_96	final_contigs_AG-910-A10	AG-910-A10_NODE_2	96	87206	87532	-1	D										Domain of unknown function (DUF1820) [PF08850.15]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_97	final_contigs_AG-910-A10	AG-910-A10_NODE_2	97	87600	88925	1	C	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]								Uncharacterized protein family UPF0004 [PF00919.24]; Radical SAM superfamily [PF04055.25]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_98	final_contigs_AG-910-A10	AG-910-A10_NODE_2	98	88925	89887	1	C	K06217	phosphate starvation-inducible protein PhoH and related proteins								PhoH-like protein [PF02562.20]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_99	final_contigs_AG-910-A10	AG-910-A10_NODE_2	99	89941	90333	1	C	K07042	probable rRNA maturation factor								Endoribonuclease YbeY [PF02130.21]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_100	final_contigs_AG-910-A10	AG-910-A10_NODE_2	100	90330	91175	1	D										Transporter associated domain [PF03471.21]; CBS domain [PF00571.32]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_101	final_contigs_AG-910-A10	AG-910-A10_NODE_2	101	91201	92610	1	C	K03820	apolipoprotein N-acyltransferase [EC:2.3.1.269]								Carbon-nitrogen hydrolase [PF00795.26]; Apolipoprotein N-acyltransferase N-terminal domain [PF20154.3]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_102	final_contigs_AG-910-A10	AG-910-A10_NODE_2	102	92603	93130	1	D			MER0153282	C82A	MER0153282 - subfamily C82A unassigned peptidases (Thioalkalivibrio sulfidiphilus) [C82.UPA]#C82A#{peptidase unit: 67-210}~source ACL72346~	False	0.577	164.0	7.007e-45	L,D-transpeptidase catalytic domain [PF03734.18]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_103	final_contigs_AG-910-A10	AG-910-A10_NODE_2	103	93125	95278	-1	C	K07516	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	MER1073240	S49C	MER1073240 - subfamily S49C non-peptidase homologues (Acinetobacter bohemicus) [S49.UNC]#S49C#{peptidase unit: 84-212}~source N8Q6E4~	False	0.42	88.0	4.367e-16	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain [PF02737.22]; Enoyl-CoA hydratase/isomerase [PF00378.24]; Enoyl-CoA hydratase/isomerase [PF16113.9]; 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain [PF00725.26]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_104	final_contigs_AG-910-A10	AG-910-A10_NODE_2	104	95558	96079	1	C	K00432	glutathione peroxidase [EC:1.11.1.9]								Glutathione peroxidase [PF00255.23]; Redoxin [PF08534.14]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_105	final_contigs_AG-910-A10	AG-910-A10_NODE_2	105	96080	96715	-1	C	K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]								Ribose 5-phosphate isomerase A (phosphoriboisomerase A) [PF06026.18]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_106	final_contigs_AG-910-A10	AG-910-A10_NODE_2	106	96747	98282	1	C	K01754	threonine dehydratase [EC:4.3.1.19]								Pyridoxal-phosphate dependent enzyme [PF00291.29]; C-terminal regulatory domain of Threonine dehydratase [PF00585.22]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_107	final_contigs_AG-910-A10	AG-910-A10_NODE_2	107	98283	99407	1	C	K21159	epoxide hydrolase	MER0232055	S33	MER0232055 - epoxide hydrolase (Pantoea sp. At-9b) [S33.971]#S33#{peptidase unit: 15-378}~source YP_004117616~	False	0.426	274.0	9.256e-80	Epoxide hydrolase N terminus [PF06441.16]; alpha/beta hydrolase fold [PF00561.24]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.16]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_108	final_contigs_AG-910-A10	AG-910-A10_NODE_2	108	99397	101193	-1	D										Domain of unknown function (DUF5916) [PF19313.3]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_109	final_contigs_AG-910-A10	AG-910-A10_NODE_2	109	101667	102269	-1	C	K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]								5-formyltetrahydrofolate cyclo-ligase family [PF01812.24]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_110	final_contigs_AG-910-A10	AG-910-A10_NODE_2	110	102460	102720	-1	C	K09888	cell division protein ZapA													0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_111	final_contigs_AG-910-A10	AG-910-A10_NODE_2	111	102713	102919	-1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_112	final_contigs_AG-910-A10	AG-910-A10_NODE_2	112	102982	104277	1	C	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	MER1242889	M24B	MER1242889 - subfamily M24B unassigned peptidases () [M24.UPB]#M24B#{peptidase unit: 167-428}~source OUW52350~	True	0.757	402.0	1.4040000000000002e-122	Metallopeptidase family M24 [PF00557.28]; Aminopeptidase P, N-terminal domain [PF05195.20]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_113	final_contigs_AG-910-A10	AG-910-A10_NODE_2	113	104277	105404	1	D										FAD binding domain [PF01494.23]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_114	final_contigs_AG-910-A10	AG-910-A10_NODE_2	114	105453	106451	1	C	K02012	iron(III) transport system substrate-binding protein								Bacterial extracellular solute-binding protein [PF13343.10]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_115	final_contigs_AG-910-A10	AG-910-A10_NODE_2	115	106453	106689	-1	C	K02902	large subunit ribosomal protein L28								Ribosomal L28 family [PF00830.23]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_116	final_contigs_AG-910-A10	AG-910-A10_NODE_2	116	106686	106934	-1	C	K02909	large subunit ribosomal protein L31								Ribosomal protein L31 [PF01197.22]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_117	final_contigs_AG-910-A10	AG-910-A10_NODE_2	117	107029	108996	1	C	K04066	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4]								3'DNA-binding domain (3'BD) [PF17764.5]; Primosomal protein N C-terminal domain [PF18074.5]; Type III restriction enzyme, res subunit [PF04851.19]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_118	final_contigs_AG-910-A10	AG-910-A10_NODE_2	118	108998	110242	-1	C	K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]								N-acetylmuramoyl-L-alanine amidase [PF01520.22]; LysM domain [PF01476.24]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_119	final_contigs_AG-910-A10	AG-910-A10_NODE_2	119	110239	110673	-1	C	K06925	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE								Threonylcarbamoyl adenosine biosynthesis protein TsaE [PF02367.21]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_120	final_contigs_AG-910-A10	AG-910-A10_NODE_2	120	110670	111491	-1	D										Carbohydrate kinase [PF01256.21]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_2_121	final_contigs_AG-910-A10	AG-910-A10_NODE_2	121	111494	112804	-1	D										SMP-30/Gluconolactonase/LRE-like region [PF08450.16]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_20_1	final_contigs_AG-910-A10	AG-910-A10_NODE_20	1	3	3050	1	C	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]								Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.21]; Carbamoyl-phosphate synthetase large chain, oligomerisation domain [PF02787.23]; MGS-like domain [PF02142.26]; ATP-grasp domain [PF02655.18]; ATP-grasp domain [PF02222.26]; RimK-like ATP-grasp domain [PF08443.15]; ATP-grasp domain [PF13535.10]; D-ala D-ala ligase C-terminus [PF07478.17]; ATP-grasp in the biosynthetic pathway with Ter operon [PF15632.10]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_20_2	final_contigs_AG-910-A10	AG-910-A10_NODE_20	2	3077	3553	1	C	K03624	transcription elongation factor GreA								Transcription elongation factor, N-terminal [PF03449.19]; Transcription elongation factor, GreA/GreB, C-term [PF01272.23]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_20_3	final_contigs_AG-910-A10	AG-910-A10_NODE_20	3	3557	4120	1	D										FtsJ-like methyltransferase [PF01728.23]; Methyltransferase domain [PF13649.10]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_20_4	final_contigs_AG-910-A10	AG-910-A10_NODE_20	4	4123	6033	1	C	K03798	cell division protease FtsH [EC:3.4.24.-]	MER0365368	M41	MER0365368 - FtsH peptidase () [M41.001]#M41#{peptidase unit: 242-494}~source ZP_10845569~	True	0.783	399.0	2.294e-118	Peptidase family M41 [PF01434.22]; ATPase family associated with various cellular activities (AAA) [PF00004.33]; AAA+ lid domain [PF17862.5]; AAA domain (dynein-related subfamily) [PF07728.18]; FtsH Extracellular [PF06480.19]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.16]; TIP49 P-loop domain [PF06068.17]; AAA domain (Cdc48 subfamily) [PF07724.18]; Bacterial dnaA  protein [PF00308.22]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_20_5	final_contigs_AG-910-A10	AG-910-A10_NODE_20	5	6041	7267	1	C	K03431	phosphoglucosamine mutase [EC:5.4.2.10]								Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I [PF02878.20]; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II [PF02879.20]; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III [PF02880.20]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_21_1	final_contigs_AG-910-A10	AG-910-A10_NODE_21	1	41	1516	1	C	K00864	glycerol kinase [EC:2.7.1.30]								FGGY family of carbohydrate kinases, N-terminal domain [PF00370.25]; FGGY family of carbohydrate kinases, C-terminal domain [PF02782.20]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_21_2	final_contigs_AG-910-A10	AG-910-A10_NODE_21	2	1518	2135	-1	D										ABC transporter [PF00005.31]; AAA ATPase domain [PF13175.10]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_21_3	final_contigs_AG-910-A10	AG-910-A10_NODE_21	3	2197	3369	1	C	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]								D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.23]; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain [PF00389.34]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_21_4	final_contigs_AG-910-A10	AG-910-A10_NODE_21	4	3666	4349	1	C	K03648	uracil-DNA glycosylase [EC:3.2.2.27]								Uracil DNA glycosylase superfamily [PF03167.23]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_21_5	final_contigs_AG-910-A10	AG-910-A10_NODE_21	5	4336	4767	-1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_21_6	final_contigs_AG-910-A10	AG-910-A10_NODE_21	6	5145	5345	1	D										Flavinator of succinate dehydrogenase [PF03937.20]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_21_7	final_contigs_AG-910-A10	AG-910-A10_NODE_21	7	5393	5893	1	C	K03088	RNA polymerase sigma-70 factor, ECF subfamily								Sigma-70 region 2 [PF04542.18]; ECF sigma factor [PF07638.15]; Sigma-70, region 4 [PF08281.16]; Helix-turn-helix domain [PF12645.11]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_22_1	final_contigs_AG-910-A10	AG-910-A10_NODE_22	1	1	1746	1	C	K02453	general secretion pathway protein D								Bacterial type II and III secretion system protein [PF00263.25]; GspD-like, N0 domain [PF21305.1]; Bacterial type II/III secretion system short domain [PF03958.21]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_22_2	final_contigs_AG-910-A10	AG-910-A10_NODE_22	2	1747	3252	1	D										Type II/IV secretion system protein [PF00437.24]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_22_3	final_contigs_AG-910-A10	AG-910-A10_NODE_22	3	3239	4432	1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_22_4	final_contigs_AG-910-A10	AG-910-A10_NODE_22	4	4435	4854	1	C	K02456	general secretion pathway protein G								Type II secretion system (T2SS), protein G [PF08334.15]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_22_5	final_contigs_AG-910-A10	AG-910-A10_NODE_22	5	4799	5326	1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_22_6	final_contigs_AG-910-A10	AG-910-A10_NODE_22	6	5316	5552	1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_23_1	final_contigs_AG-910-A10	AG-910-A10_NODE_23	1	1	192	-1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_23_2	final_contigs_AG-910-A10	AG-910-A10_NODE_23	2	189	278	-1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_23_3	final_contigs_AG-910-A10	AG-910-A10_NODE_23	3	284	1273	-1	C	K19997	GlcNAc-P-P-Und epimerase [EC:5.1.3.26]								NAD dependent epimerase/dehydratase family [PF01370.25]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.23]; RmlD substrate binding domain [PF04321.21]; GDP-mannose 4,6 dehydratase [PF16363.9]; Male sterility protein [PF07993.16]; Polysaccharide biosynthesis protein [PF02719.19]; NAD(P)H-binding [PF13460.10]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_23_4	final_contigs_AG-910-A10	AG-910-A10_NODE_23	4	1270	2166	-1	C	K00067	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]								RmlD substrate binding domain [PF04321.21]; NAD dependent epimerase/dehydratase family [PF01370.25]; GDP-mannose 4,6 dehydratase [PF16363.9]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_23_5	final_contigs_AG-910-A10	AG-910-A10_NODE_23	5	2163	2699	-1	C	K01790	dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]								dTDP-4-dehydrorhamnose 3,5-epimerase [PF00908.21]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_23_6	final_contigs_AG-910-A10	AG-910-A10_NODE_23	6	2696	3577	-1	C	K00973	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]								Nucleotidyl transferase [PF00483.27]; MobA-like NTP transferase domain [PF12804.11]; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [PF01128.23]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_23_7	final_contigs_AG-910-A10	AG-910-A10_NODE_23	7	3592	4635	-1	C	K01710	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]								GDP-mannose 4,6 dehydratase [PF16363.9]; NAD dependent epimerase/dehydratase family [PF01370.25]; RmlD substrate binding domain [PF04321.21]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.23]; Male sterility protein [PF07993.16]; Polysaccharide biosynthesis protein [PF02719.19]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_23_8	final_contigs_AG-910-A10	AG-910-A10_NODE_23	8	4678	5157	-1	C	K03273	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]								Polynucleotide kinase 3 phosphatase [PF08645.15]; HAD-hyrolase-like [PF13242.10]; Haloacid dehalogenase-like hydrolase [PF13419.10]; haloacid dehalogenase-like hydrolase [PF00702.30]; haloacid dehalogenase-like hydrolase [PF12710.11]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_24_1	final_contigs_AG-910-A10	AG-910-A10_NODE_24	1	2	331	1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_24_2	final_contigs_AG-910-A10	AG-910-A10_NODE_24	2	460	1206	1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_24_3	final_contigs_AG-910-A10	AG-910-A10_NODE_24	3	1155	2003	1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_24_4	final_contigs_AG-910-A10	AG-910-A10_NODE_24	4	2252	2821	-1	D			MER0332816	A24A	MER0332816 - subfamily A24A unassigned peptidases () [A24.UPA]#A24A#{peptidase unit: 36-228}~source EJP72449~	False	0.365	106.0	9.907e-25	Bacterial Peptidase A24 N-terminal domain [PF06750.17]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_24_5	final_contigs_AG-910-A10	AG-910-A10_NODE_24	5	3070	4620	-1	C	K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	MER0378654	T03	MER0378654 - gamma-glutamyltransferase 1 (bacterial-type) () [T03.001]#T03#{peptidase unit: 44-572}~source EJP72446~	True	0.618	622.0	4.0820000000000004e-197	Gamma-glutamyltranspeptidase [PF01019.25]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_25_1	final_contigs_AG-910-A10	AG-910-A10_NODE_25	1	3	356	1	D										S1 RNA binding domain [PF00575.27]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_25_2	final_contigs_AG-910-A10	AG-910-A10_NODE_25	2	356	1069	1	D										SpoU rRNA Methylase family [PF00588.23]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_25_3	final_contigs_AG-910-A10	AG-910-A10_NODE_25	3	1098	2012	1	C	K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]								UDP-3-O-acyl N-acetylglycosamine deacetylase [PF03331.17]	CE11	CE11 UDP-3-0-acyl N-acetylglucosamine deacetylase (EC 3.5.1.108).	3.5.1.108	CE11.hmm	0
final_contigs_AG-910-A10_AG-910-A10_NODE_25_4	final_contigs_AG-910-A10	AG-910-A10_NODE_25	4	2022	4571	1	C	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]								SecA DEAD-like domain [PF07517.18]; SecA P-loop domain [PF21090.1]; SecA Wing and Scaffold domain [PF07516.17]; SecA preprotein cross-linking domain [PF01043.24]; DEAD/DEAH box helicase [PF00270.33]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_26_1	final_contigs_AG-910-A10	AG-910-A10_NODE_26	1	2	1078	1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_26_2	final_contigs_AG-910-A10	AG-910-A10_NODE_26	2	1109	3724	1	D			MER0469311	S06	MER0469311 - family S6 unassigned peptidases (Flavobacterium johnsoniae) [S06.UPW]#S06#{peptidase unit: 179-534}~source YP_001192899~	False	0.299	61.0	8.678e-08	Outer membrane protein beta-barrel family [PF14905.10]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_26_3	final_contigs_AG-910-A10	AG-910-A10_NODE_26	3	3778	4050	1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_27_1	final_contigs_AG-910-A10	AG-910-A10_NODE_27	1	167	1222	1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_27_2	final_contigs_AG-910-A10	AG-910-A10_NODE_27	2	1224	2108	1	C	K01563	haloalkane dehalogenase [EC:3.8.1.5]	MER0043430	S33	MER0043430 - family S33 non-peptidase homologues (Caulobacter crescentus) [S33.UNW]#S33#{peptidase unit: 21-297}~source ACL94698~	False	0.599	314.0	6.842e-95	alpha/beta hydrolase fold [PF00561.24]; Serine aminopeptidase, S33 [PF12146.12]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.16]; Alpha/beta hydrolase family [PF12697.11]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_27_3	final_contigs_AG-910-A10	AG-910-A10_NODE_27	3	2242	2622	1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_27_4	final_contigs_AG-910-A10	AG-910-A10_NODE_27	4	2626	2754	1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_28_1	final_contigs_AG-910-A10	AG-910-A10_NODE_28	1	2	715	1	D										NAD(P) transhydrogenase beta subunit [PF02233.20]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_28_2	final_contigs_AG-910-A10	AG-910-A10_NODE_28	2	719	1162	1	D										Cytidylyltransferase-like [PF01467.30]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_28_3	final_contigs_AG-910-A10	AG-910-A10_NODE_28	3	1257	2516	1	D										DNA gyrase/topoisomerase IV, subunit A [PF00521.24]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_29_1	final_contigs_AG-910-A10	AG-910-A10_NODE_29	1	2	115	1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_29_2	final_contigs_AG-910-A10	AG-910-A10_NODE_29	2	260	856	-1	C	K00859	dephospho-CoA kinase [EC:2.7.1.24]								Dephospho-CoA kinase [PF01121.24]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_29_3	final_contigs_AG-910-A10	AG-910-A10_NODE_29	3	859	1335	-1	D										Flavin reductase like domain [PF01613.22]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_29_4	final_contigs_AG-910-A10	AG-910-A10_NODE_29	4	2056	2283	-1	E															0
final_contigs_AG-910-A10_AG-910-A10_NODE_3_1	final_contigs_AG-910-A10	AG-910-A10_NODE_3	1	1	402	1	D										haloacid dehalogenase-like hydrolase [PF12710.11]					0
final_contigs_AG-910-A10_AG-910-A10_NODE_3_2	final_contigs_AG-910-A10	AG-910-A10_NODE_3	2	399	3218	-1	C	K00281	glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]								Glycine cleavage system P-protein [PF02347.20]; Glycine dehydrogenase, C-terminal domain [PF21478.1]; Beta-eliminating lyase [PF01212.25]; Aminotransferase class-V [PF00266.23]					0
